date,value
28-Jul-15,5
29-Jul-15,6
30-Jul-15,18
31-Jul-15,2
01-Aug-15,12
02-Aug-15,0
03-Aug-15,4
04-Aug-15,27
05-Aug-15,16
06-Aug-15,4
07-Aug-15,5
08-Aug-15,18
09-Aug-15,26
10-Aug-15,14
11-Aug-15,16
12-Aug-15,13
13-Aug-15,10
14-Aug-15,25
15-Aug-15,24
16-Aug-15,20
17-Aug-15,21
18-Aug-15,10
19-Aug-15,4
20-Aug-15,27
21-Aug-15,15
22-Aug-15,27
23-Aug-15,5
24-Aug-15,16
25-Aug-15,6
26-Aug-15,23
27-Aug-15,4
28-Aug-15,15
29-Aug-15,14
30-Aug-15,4
31-Aug-15,22
01-Sep-15,9
02-Sep-15,21
03-Sep-15,25
04-Sep-15,9
05-Sep-15,23
06-Sep-15,16
07-Sep-15,1
08-Sep-15,14
09-Sep-15,10
10-Sep-15,28
11-Sep-15,2
12-Sep-15,5
13-Sep-15,3
14-Sep-15,4
15-Sep-15,8
16-Sep-15,25
17-Sep-15,3
18-Sep-15,14
19-Sep-15,5
20-Sep-15,26
21-Sep-15,27
22-Sep-15,17
23-Sep-15,26
24-Sep-15,22
25-Sep-15,21
26-Sep-15,28
27-Sep-15,25
28-Sep-15,28
29-Sep-15,4
30-Sep-15,4
01-Oct-15,5
02-Oct-15,12
03-Oct-15,21
04-Oct-15,5
05-Oct-15,0
06-Oct-15,16
07-Oct-15,7
08-Oct-15,20
09-Oct-15,29
10-Oct-15,29
11-Oct-15,16
12-Oct-15,11
13-Oct-15,18
14-Oct-15,1
15-Oct-15,12
16-Oct-15,3
17-Oct-15,11
18-Oct-15,7
19-Oct-15,11
20-Oct-15,17
21-Oct-15,11
22-Oct-15,17
23-Oct-15,23
24-Oct-15,5
25-Oct-15,16
26-Oct-15,18
27-Oct-15,16
28-Oct-15,16
29-Oct-15,22
30-Oct-15,15
31-Oct-15,29
01-Nov-15,27
02-Nov-15,15
03-Nov-15,15
04-Nov-15,7
05-Nov-15,29
06-Nov-15,26
07-Nov-15,25
08-Nov-15,23
09-Nov-15,13
10-Nov-15,24
11-Nov-15,0
12-Nov-15,12
13-Nov-15,14
14-Nov-15,6
15-Nov-15,28
16-Nov-15,13
17-Nov-15,27
18-Nov-15,4
19-Nov-15,11
20-Nov-15,24
21-Nov-15,18
22-Nov-15,29
23-Nov-15,22
24-Nov-15,20
25-Nov-15,2
26-Nov-15,28
27-Nov-15,2
28-Nov-15,23
29-Nov-15,11
30-Nov-15,14
01-Dec-15,0
02-Dec-15,16
03-Dec-15,16
04-Dec-15,28
05-Dec-15,6
06-Dec-15,21
07-Dec-15,18
08-Dec-15,6
09-Dec-15,18
10-Dec-15,18
11-Dec-15,20
12-Dec-15,21
13-Dec-15,22
14-Dec-15,3
15-Dec-15,18
16-Dec-15,9
17-Dec-15,6
18-Dec-15,0
19-Dec-15,23
20-Dec-15,17
21-Dec-15,3
22-Dec-15,7
23-Dec-15,27
24-Dec-15,18
25-Dec-15,26
26-Dec-15,11
27-Dec-15,14
28-Dec-15,11
29-Dec-15,18
30-Dec-15,10
31-Dec-15,8
